Lot Area,Year Built,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,SalePrice
8750,1970,174,1002,1002,0,1002,1,0,3,5,0,2,902,148.5
7930,1969,115,1026,1026,0,1026,1,0,3,5,0,2,440,156
7830,1970,1180,1180,1180,0,1180,1,1,2,6,0,2,477,128
8510,1971,543,1043,1050,0,1050,1,1,3,6,0,1,336,143
7038,1970,138,864,864,0,864,1,0,3,5,0,2,576,76.5
6960,1970,250,864,864,0,864,1,0,3,5,0,2,660,120.5
8120,1970,673,864,864,0,864,1,0,3,5,0,2,463,124.5
10500,1971,160,864,864,0,864,1,0,2,4,0,2,576,97
9000,1971,624,864,864,0,864,1,0,3,5,0,2,576,130
1680,1973,229,483,483,504,987,1,1,2,5,0,1,264,111
2368,1970,0,765,765,600,1365,1,1,3,7,0,2,440,125
1680,1971,630,630,630,672,1302,2,1,3,6,0,1,280,112
1680,1972,79,483,483,504,987,1,1,2,5,0,1,288,97
1680,1972,321,483,483,504,987,1,1,2,5,0,1,264,118
1680,1972,399,630,630,672,1302,2,1,3,6,0,1,264,119.5
4928,1976,0,958,958,0,958,2,0,2,5,0,2,440,143.75
2308,1976,498,804,804,744,1548,2,1,3,7,1,2,440,146
2280,1976,289,855,855,601,1456,2,1,3,7,1,2,440,148.5
2280,1975,0,1057,1055,0,1055,2,0,2,4,1,2,440,123
2308,1974,103,855,855,467,1322,2,1,3,6,1,2,440,147
2349,1977,466,855,855,601,1456,2,1,3,6,1,2,440,137.9
2364,1978,484,804,804,744,1548,2,1,3,7,1,2,440,147
2289,1978,544,855,855,586,1441,2,1,3,7,1,2,440,148.5
2364,1978,576,855,855,601,1456,2,1,3,6,1,2,440,138
2104,1976,300,836,836,0,836,1,0,2,5,0,1,345,128.5
7150,1967,460,892,892,0,892,1,0,3,5,0,1,288,100
10710,1966,220,864,1120,0,1120,1,0,3,5,1,2,656,148.8
12456,2006,528,1700,1718,0,1718,2,0,3,7,1,3,786,337.5
14257,2007,416,1776,1794,978,2772,3,1,4,10,3,3,754,462
13518,2008,1926,1926,1966,1174,3140,3,1,4,11,2,3,820,485
15431,2008,788,3094,2402,0,2402,2,0,2,10,2,3,672,555
13173,2006,80,1652,1652,0,1652,2,0,2,6,2,2,840,325
14230,2007,1566,1566,1600,0,1600,2,0,3,7,1,3,890,256.3
12704,2008,2042,2042,2042,0,2042,2,1,3,8,1,3,1390,253.293
12350,2009,379,1365,1365,1325,2690,2,1,3,8,1,3,864,398.8
11308,2008,168,1104,1130,1054,2184,2,1,3,10,1,3,836,335
12350,2008,788,2020,2020,0,2020,2,0,3,7,1,3,896,404
12220,2009,570,2006,2020,0,2020,2,1,3,9,1,3,900,402.861
13478,2008,384,1722,1728,568,2296,2,1,3,10,1,3,842,451.95
13693,2007,342,2630,2674,0,2674,2,1,2,8,2,3,762,610
13891,2008,1734,1734,1734,1088,2822,3,1,4,12,1,3,1020,582.933
11578,2008,1736,1736,1736,0,1736,2,0,3,7,1,3,834,360
16870,2004,251,1782,1782,0,1782,2,0,3,7,2,3,932,296
23303,2007,278,1508,1508,1012,2520,2,1,5,10,1,3,640,409.9
11146,2006,1709,1709,1717,0,1717,2,0,3,7,1,3,908,255.5
10367,2008,724,1739,1743,0,1743,2,0,3,8,1,3,927,335
9591,2004,625,1713,1713,0,1713,2,0,3,7,1,3,856,274.9
10872,2006,467,1504,1531,0,1531,2,0,2,6,1,3,700,300
13514,2008,632,1774,1808,0,1808,2,0,3,7,1,3,850,324
8834,2004,292,1462,1462,762,2224,2,1,4,10,1,3,738,350
11362,2004,797,1836,1836,0,1836,2,0,3,7,1,3,862,280
10655,2003,1603,3206,1629,0,1629,2,0,3,7,1,3,880,284
12878,2003,498,1760,1760,0,1760,2,0,3,8,1,2,583,269.5
9541,2009,1502,1502,1502,0,1502,2,0,3,7,0,2,644,233.17
13472,2003,2336,2392,2392,0,2392,2,0,3,8,1,3,968,386.25
15274,2003,480,2452,2452,0,2452,2,0,3,10,1,3,886,445
13262,2003,1082,1082,1105,1295,2400,3,1,4,10,1,3,730,290
9658,2006,1598,1598,1606,0,1606,2,0,3,6,1,3,871,255.9
6904,2005,522,1358,1358,0,1358,2,0,2,6,1,2,484,213
5381,2005,406,1306,1306,0,1306,2,0,1,5,1,2,624,196
5122,2005,425,1306,1306,0,1306,2,0,1,5,1,2,624,184.5
10307,2007,474,1350,1358,0,1358,2,0,2,6,1,2,484,212.5
5001,2007,410,1314,1314,0,1314,2,0,2,6,1,2,626,230
14836,2004,346,2492,2492,0,2492,2,1,2,8,1,3,949,552
15262,2003,643,2200,2200,0,2200,2,1,3,8,1,3,685,382.5
7390,2008,1084,1884,1884,0,1884,2,0,2,6,1,2,649,320
6472,2008,1451,1451,1456,0,1456,2,0,2,6,1,2,539,248.5
16770,2002,516,1712,1712,0,1712,2,0,3,8,1,3,701,286.5
6240,2006,461,1324,1324,0,1324,2,0,2,6,1,2,550,254
3480,2003,1405,1405,1405,0,1405,2,0,2,6,1,2,478,173
2268,2003,197,764,764,862,1626,2,0,2,6,0,2,474,173
10928,2005,728,728,728,728,1456,2,1,3,8,1,2,390,184
8918,2005,745,745,745,745,1490,2,1,3,7,1,2,392,167.8
12589,2005,742,742,742,742,1484,2,1,3,8,1,2,390,174
11911,2005,684,684,684,876,1560,2,1,3,6,1,2,400,174
3684,2007,1373,1373,1555,0,1555,2,0,2,7,1,3,660,174
3635,2007,398,1386,1569,0,1569,2,0,1,7,1,3,660,175.9
3182,2005,1357,1373,1555,0,1555,2,0,2,7,1,2,430,192.5
3182,2005,1330,1346,1504,0,1504,2,0,1,7,1,2,457,181
3182,2005,1204,1220,1220,0,1220,2,0,2,5,1,2,397,180
3182,2005,1129,1145,1145,0,1145,2,0,2,5,1,2,397,160.2
7795,2004,291,716,716,716,1432,2,1,3,6,1,2,432,188.5
8068,2002,1010,1010,1010,1257,2267,2,1,4,8,1,2,390,200
9434,2004,384,384,744,630,1374,2,1,3,6,1,2,400,170
7984,2004,868,868,868,762,1630,2,1,3,7,1,2,436,189.5
7750,2002,55,408,779,640,1419,2,1,3,7,1,2,527,184.1
10125,2004,846,846,846,748,1594,2,1,3,7,1,2,434,195.5
8965,2003,130,782,806,683,1489,2,1,3,8,1,2,400,192
8174,2003,204,698,698,644,1342,2,1,3,7,1,2,393,178
5063,2007,410,1314,1314,0,1314,2,0,2,6,1,2,626,207.5
8795,2000,652,952,980,1276,2256,2,1,4,8,1,2,554,236
12891,2002,219,870,878,1126,2004,2,1,4,8,1,3,644,257.5
12224,2000,297,992,1022,1032,2054,2,1,3,7,1,2,390,244
9734,2004,30,384,744,630,1374,2,1,3,7,0,2,400,167
8123,2000,982,982,1007,793,1800,2,1,3,7,1,2,463,179
8433,2000,111,794,819,695,1514,2,1,3,7,1,2,394,190
7750,1999,384,384,774,656,1430,2,1,3,7,1,2,400,156
15896,1999,264,1177,1223,1089,2312,2,1,4,8,1,3,658,245
24682,1999,841,841,892,783,1675,2,1,3,7,1,2,502,181
8755,1999,220,992,1022,1038,2060,2,1,3,8,1,2,390,214
7848,1999,384,384,774,656,1430,2,1,3,7,1,2,410,168
9430,1999,89,1252,1268,1097,2365,2,1,3,8,1,3,856,337
15138,1995,773,1462,1490,1304,2794,2,1,4,9,1,3,810,403
12720,2000,282,1455,1466,1221,2687,2,1,4,10,2,3,810,327
16545,1998,503,1284,1310,1140,2450,2,1,3,7,1,3,1069,340
12203,1998,371,1225,1276,1336,2612,2,1,4,8,1,3,676,336
10208,1996,1264,1264,1277,1067,2344,2,1,3,7,1,3,889,265
10750,1994,262,2024,2063,0,2063,2,0,3,7,2,3,815,315
9900,1993,360,1347,1372,1274,2646,2,1,4,9,1,3,656,260
9085,1995,254,1070,1094,967,2061,2,1,3,7,1,2,647,260
11692,1993,549,1173,1215,1017,2232,2,1,3,8,1,2,623,263.55
46589,1994,88,1629,1686,762,2448,2,1,4,8,1,3,711,402
29959,1994,378,973,979,871,1850,2,1,3,7,1,2,467,248
9612,2008,1468,1468,1468,0,1468,2,0,3,6,1,3,898,244.6
11194,2008,1696,1696,1696,0,1696,2,0,3,7,0,3,972,275
10206,2008,1614,1614,1658,0,1658,2,1,3,7,1,3,726,257.5
9262,2008,1573,1573,1578,0,1578,2,0,3,7,1,3,840,287.09
10130,2007,408,1702,1702,0,1702,2,0,3,7,1,3,844,275.5
9139,2006,1043,1422,1432,0,1432,2,0,3,7,1,2,492,245
9675,2005,772,1113,1113,858,1971,2,1,3,8,1,2,689,253
11128,2005,300,2458,2490,0,2490,2,0,2,9,2,3,795,468
8640,2009,78,900,932,920,1852,2,1,3,7,1,2,644,252.678
9000,2008,768,768,786,804,1590,2,1,3,6,0,2,676,210
7862,2009,1191,1218,1218,0,1218,2,0,2,4,0,2,676,208.3
7993,2008,1436,1436,1436,0,1436,2,0,3,6,0,2,529,225
8640,2009,364,1300,1314,0,1314,2,0,3,6,0,2,552,229.456
8640,2008,1402,1402,1402,0,1402,2,0,3,7,0,2,625,229.8
12606,2007,1530,1530,1530,0,1530,2,0,3,7,1,3,984,250
9187,2009,645,1766,1766,0,1766,2,1,2,7,1,3,478,370.878
7500,2006,1348,1372,1448,0,1448,2,0,2,6,1,2,692,238.5
11003,2008,252,1017,1026,981,2007,2,1,3,10,1,3,812,310
10603,2006,218,900,909,886,1795,2,1,3,8,1,3,782,270
10574,2005,1082,1082,1082,871,1953,2,1,3,9,1,3,1043,252
8125,2006,280,1092,1112,438,1550,2,0,2,7,0,2,438,241
8125,2008,1836,1836,1836,0,1836,2,0,3,8,1,2,517,264.5
10625,2006,222,1652,1662,0,1662,2,0,3,8,1,3,711,291
9375,2003,912,912,912,1182,2094,2,1,4,8,1,2,615,263
7500,2004,811,1221,1221,0,1221,2,0,2,6,0,2,400,185
8736,2003,422,1553,1553,0,1553,2,0,3,6,0,2,588,234.5
8127,2003,402,812,812,841,1653,2,1,3,6,0,2,628,209
9605,2007,1218,1218,1218,0,1218,1,1,3,6,0,2,576,159
7500,2006,1087,1141,1141,0,1141,1,1,3,6,0,2,484,152
7500,2004,1158,1158,1158,0,1158,1,1,3,5,0,0,0,143.5
10628,2004,835,835,871,941,1812,2,1,3,8,0,2,478,193
10141,2004,222,1512,1512,0,1512,2,0,3,6,0,3,845,203
10083,2003,343,1176,1200,0,1200,2,0,2,5,0,2,555,184.9
13072,2004,1114,1114,1114,0,1114,1,1,3,6,0,2,576,159
13072,2004,1114,1114,1114,0,1114,1,1,3,6,0,0,0,142
12450,2003,278,1114,1114,0,1114,2,0,3,6,0,2,576,153
7328,2008,1450,1450,1450,0,1450,2,0,2,6,0,3,788,224.243
11492,1996,276,913,913,1209,2122,2,1,4,8,1,2,559,220
10994,2005,868,1844,1844,0,1844,2,0,2,7,1,2,620,257
8529,2001,1434,1454,1434,0,1434,2,0,3,6,1,2,527,189
7703,1992,400,816,833,897,1730,2,1,3,6,0,2,528,171.5
10762,1980,626,626,626,591,1217,1,1,3,6,1,1,288,120
7175,1990,1332,1332,1332,0,1332,2,0,2,5,0,2,542,145
9109,1994,122,754,754,786,1540,2,1,3,6,0,2,495,184
10274,1986,345,676,698,702,1400,2,1,3,6,0,2,465,162
8250,1981,0,0,964,918,1882,2,0,4,8,2,2,612,160
8400,1950,721,721,841,0,841,1,0,2,4,0,1,294,82
9000,1928,784,784,784,0,784,1,0,2,5,0,2,360,76
9750,1962,28,980,980,0,980,1,0,3,5,0,2,400,110
7064,1977,420,980,980,0,980,1,0,3,6,0,2,484,135
8499,1961,204,864,864,0,864,1,0,3,5,0,2,732,141
9079,1961,0,864,864,0,864,1,0,2,5,0,1,440,122
9316,1965,480,1024,1020,0,1020,2,0,3,5,0,1,288,124.1
7791,1963,288,912,912,0,912,1,0,3,6,0,1,300,129
10000,1961,270,864,1144,0,1144,1,0,3,6,1,1,264,131.4
8281,1965,0,864,864,0,864,1,0,3,5,1,1,360,62.383
7150,1962,182,912,912,0,912,1,0,3,6,0,1,252,123
15676,1980,189,2014,2014,0,2014,2,0,2,6,2,3,864,275
11949,1991,158,975,975,780,1755,2,1,3,7,1,2,524,235
2880,2004,1376,1376,1376,1629,3005,2,1,3,9,1,3,704,280.75
3951,2009,612,612,612,612,1224,2,1,2,4,0,2,528,164.5
3000,2009,318,612,612,612,1224,2,1,2,4,0,2,528,173.733
3830,2008,1726,1726,1726,0,1726,2,1,2,6,1,2,561,222
4217,2008,183,1145,1256,0,1256,1,1,1,5,1,2,641,195
3230,1999,348,729,742,729,1471,2,1,3,6,0,2,440,172.5
2998,2000,249,756,756,756,1512,2,1,2,4,0,2,440,180
3768,1999,142,691,713,739,1452,2,1,3,6,0,2,506,156
2645,1999,321,970,983,756,1739,2,1,3,7,0,2,480,172.5
14694,1977,306,1694,1694,0,1694,2,0,2,5,1,2,642,318.75
3782,1981,266,1226,1226,0,1226,1,0,1,4,2,2,484,211.5
15417,1981,1619,1740,1740,0,1740,1,1,2,7,0,2,540,241.6
9600,1976,392,392,1487,1012,2499,2,1,4,5,1,2,527,180.5
9991,1976,165,1281,1620,0,1620,2,0,3,8,1,2,490,150
11700,1968,429,727,829,727,1556,1,1,4,8,0,2,441,154
11717,1970,1442,1442,1442,0,1442,2,0,2,6,1,2,615,185
9156,1968,1489,1489,1489,0,1489,2,0,3,7,1,2,462,185.75
10382,1973,216,1107,1107,983,2090,2,1,3,7,2,2,484,200
12732,1974,150,752,1285,782,2067,2,1,3,7,2,2,784,206
12936,1972,130,723,735,660,1395,1,1,3,6,1,2,497,162
10400,1967,932,932,1271,1369,2640,2,1,5,8,1,2,515,256.9
17871,1967,1152,1680,1724,0,1724,1,1,3,7,1,2,480,197.9
9600,1969,588,1288,1336,0,1336,2,0,3,6,1,2,502,163
9000,1969,261,1216,1216,0,1216,1,0,3,5,0,1,336,113
13774,1977,476,908,1316,972,2288,1,2,4,8,2,2,520,230
9650,1977,664,1350,1334,0,1334,2,0,2,6,1,2,630,167.9
10140,1998,379,1650,1680,0,1680,2,0,3,7,1,2,583,213.25
8400,2001,167,810,810,855,1665,2,1,3,6,0,2,528,227
7130,1967,216,864,864,0,864,1,0,2,5,0,1,312,130
9600,1967,1568,1568,1568,0,1568,1,1,3,7,0,2,440,143
9100,1965,121,925,925,0,925,1,0,2,5,0,1,429,117.5
9600,1974,467,1165,1165,896,2061,2,1,4,8,1,2,498,168.5
16500,1971,270,1232,1320,0,1320,2,0,3,5,1,2,495,172.5
9790,1967,491,1372,1342,0,1342,2,0,3,7,1,2,457,161.5
7436,1960,160,894,894,0,894,1,0,2,5,1,2,396,141.5
8125,1959,461,864,864,0,864,1,0,3,5,0,1,308,118
9100,1959,252,864,864,0,864,1,0,2,5,0,1,300,127.5
9450,1957,265,1040,1362,0,1362,1,0,3,6,1,3,768,140
13495,1956,222,1048,1728,0,1728,2,0,3,7,1,2,576,177.625
11475,1958,1584,1584,1776,0,1776,2,0,4,9,0,3,888,110
10004,1964,975,1516,1516,0,1516,1,1,3,6,0,2,472,167
9350,1961,491,1313,1313,0,1313,1,1,3,6,1,2,610,153
10500,1964,294,1292,1292,0,1292,1,1,3,6,2,2,520,145.1
11000,1966,184,1154,1154,0,1154,1,1,3,6,1,2,480,154
8970,1965,356,744,825,1315,2140,2,1,4,7,1,2,549,177.5
12095,1964,563,1127,1445,0,1445,1,1,3,7,1,2,645,158
9600,1959,50,1041,1041,0,1041,1,0,3,6,0,1,270,124.5
11475,1961,640,1208,1576,0,1576,1,0,4,7,1,2,368,174.5
9768,1955,613,960,960,0,960,1,0,2,5,0,1,330,122
5330,1940,140,420,708,0,708,1,0,2,5,0,0,0,82.5
7015,1950,524,709,979,224,1203,1,0,3,5,1,1,352,110
12160,1953,481,1505,1505,0,1505,1,0,2,6,1,2,505,149.5
9900,1967,507,1680,1691,0,1691,1,0,2,5,0,2,550,175
9600,1953,131,1416,1644,0,1644,1,0,3,7,2,2,418,167
9600,1956,546,1050,1050,0,1050,1,0,2,5,0,1,338,128.9
9600,1950,736,856,1112,556,1668,1,1,3,6,0,1,271,140
9600,1950,506,1113,1113,0,1113,1,0,3,5,1,1,264,147
8944,1967,1584,1584,1584,0,1584,2,0,4,8,0,3,792,124
10573,1961,141,1453,1453,0,1453,2,0,3,6,1,2,530,187.5
9500,1963,785,1394,1394,0,1394,1,1,3,6,2,2,514,159
14695,1966,175,1562,1567,0,1567,2,0,2,5,2,2,542,256
13600,1965,314,768,1186,800,1986,2,1,3,7,3,2,486,205
13000,1968,448,896,1182,960,2142,2,1,4,8,1,1,509,193.5
13560,1968,1392,1392,1392,0,1392,1,0,2,5,2,2,576,110
12513,1920,715,715,1281,457,1738,2,0,4,7,1,1,368,104.9
8760,1956,313,1169,1144,0,1144,1,0,3,6,0,1,286,150
8400,1957,628,1478,1478,0,1478,1,1,3,6,2,2,442,156.5
12285,1960,785,1329,1329,0,1329,1,1,3,5,2,2,441,176
9240,1959,280,988,988,0,988,2,0,3,6,0,1,297,149.5
9600,1958,0,1240,1632,0,1632,2,0,3,6,1,1,338,139
12400,1958,630,1215,1215,0,1215,1,0,3,6,0,1,297,155
8750,1956,565,1202,1202,0,1202,1,0,3,6,0,1,304,120
8750,1955,727,1382,1382,0,1382,1,0,3,6,0,1,350,153
10400,1956,295,1200,1200,0,1200,1,0,3,6,2,1,294,144
19296,1962,0,1362,1382,0,1382,1,0,3,6,1,2,884,176
8532,1954,84,1297,1297,0,1297,1,0,3,5,1,2,498,153
9482,1958,1866,1866,1866,0,1866,2,0,4,8,0,2,495,135
8128,1954,572,1062,1062,0,1062,1,0,3,6,0,1,297,131
10634,1953,0,608,1319,0,1319,1,0,3,5,0,1,270,123
13070,1951,323,631,1112,0,1112,1,0,2,5,0,2,480,126
10434,1955,1005,1005,1005,0,1005,1,0,2,5,1,2,672,115
14559,1951,178,1008,1363,0,1363,1,0,2,6,2,1,288,164.9
8480,1945,93,793,793,0,793,1,0,2,4,0,1,240,113
7626,1952,100,1031,1031,0,1031,1,0,2,5,0,1,230,145.5
9533,1953,0,0,1210,0,1210,1,1,2,7,0,1,616,102.9
10615,1900,538,978,1014,685,1699,2,0,3,7,0,2,420,95
11419,1948,0,699,801,726,1527,1,1,3,6,1,2,410,152.5
9600,1950,810,1200,1200,0,1200,1,0,3,6,0,1,246,129.9
8000,1948,292,972,972,0,972,1,0,2,5,1,1,240,132
5470,1958,792,792,792,0,792,1,0,2,4,0,1,366,99.9
10410,1916,660,660,808,704,1656,2,1,3,8,0,1,180,135
10800,1939,676,676,676,676,1352,2,0,4,7,0,2,720,149
8146,1900,405,405,717,322,1039,1,0,2,6,0,1,281,114
9022,1924,768,768,792,0,792,1,0,2,5,0,1,240,109.5
10230,1925,1054,1054,1078,0,1078,1,0,3,6,0,1,264,125
10410,1915,1313,1313,1313,0,2377,2,0,3,8,1,2,528,142.9
7200,1910,560,560,930,760,1690,2,0,4,5,0,2,624,156.5
5400,1940,416,416,599,0,599,1,0,2,4,0,0,0,59
5400,1920,420,840,840,534,1374,1,0,2,6,0,1,338,105
10800,1920,720,720,846,0,846,1,0,2,4,0,2,576,106
10800,1890,630,630,725,0,725,1,1,1,4,0,1,320,78.5
9671,1969,1248,1248,1248,1296,2544,2,2,6,12,0,3,907,190
10143,1963,996,1380,1380,0,1380,1,1,3,6,0,1,364,154
11500,1967,108,1040,1040,0,1040,1,0,3,6,1,2,480,163
11643,1969,748,1248,1338,1296,2634,2,2,6,12,0,4,968,200
8010,1958,206,951,951,0,951,1,0,2,6,0,2,480,143.5
10454,1957,559,1105,1105,0,1105,1,0,3,5,0,1,308,135
8712,1957,132,992,1306,0,1306,1,0,2,5,0,1,756,153
17600,1960,208,1478,1478,0,1478,2,0,3,6,2,2,498,157.5
9000,1958,160,160,1142,0,1142,1,0,2,5,1,1,384,113.5
12144,1949,457,832,1036,0,1268,1,0,3,6,1,1,288,133
8544,1950,0,0,1040,0,1040,2,0,2,6,0,2,400,92.9
8064,1950,174,795,765,368,1133,1,0,3,5,0,2,900,128.5
7200,1949,0,0,1040,0,1040,2,0,2,6,0,2,420,90
7200,1950,676,1208,1136,768,1904,1,1,3,7,0,1,240,138
7350,1958,1041,1041,1041,0,1041,1,0,3,6,0,1,294,128
7560,1958,525,1029,1339,0,1339,1,0,3,6,0,1,294,139
7200,1952,0,732,732,0,732,1,0,2,4,0,1,240,118.9
8000,1959,0,528,1183,0,1183,1,0,3,6,0,1,288,138
7931,1959,0,1148,1148,0,1148,1,0,3,6,0,1,672,132.5
10800,1949,832,832,832,629,1461,2,0,4,6,0,1,384,133.5
8064,1948,744,864,1064,0,1495,1,0,3,6,0,2,576,135
7570,1964,780,780,993,813,1806,1,1,4,8,0,2,483,144.75
8604,1978,0,941,941,0,941,1,0,2,4,0,2,564,145
7936,1963,219,1045,1045,0,1045,1,0,3,6,1,1,264,127
6600,1962,894,894,894,0,894,1,0,2,5,0,1,308,109.5
3950,1926,350,818,818,406,1224,1,0,3,5,0,1,210,115
10440,1910,440,440,682,548,1230,1,1,2,5,0,2,440,110
4080,1935,901,901,861,517,1378,1,0,3,6,0,1,162,128.9
10307,1910,339,972,972,972,1944,2,0,4,12,0,2,324,103.5
5720,1941,676,676,676,455,1131,1,1,3,5,0,1,200,66.5
15660,1910,240,240,810,496,1306,1,1,3,6,0,2,472,130
9900,1910,504,504,764,700,1464,2,0,3,7,0,0,0,129
6406,1939,269,690,868,690,1558,1,1,3,7,1,2,400,150
6600,1892,994,994,1378,994,2372,2,0,4,11,0,1,432,107.5
7627,1920,600,600,1101,600,1701,2,0,4,8,0,0,0,94.55
7596,1952,960,960,960,1000,1960,2,0,4,10,0,2,400,124.5
3378,1946,651,651,707,682,1389,1,1,3,6,2,1,240,135
10134,1910,801,801,801,646,1447,1,0,3,6,0,0,0,103
6000,1953,936,936,936,0,936,1,0,2,4,0,2,576,93
6000,1950,384,768,768,560,1328,1,1,3,6,0,1,308,129.5
6000,1954,811,811,811,576,1387,2,0,3,7,0,1,256,93
7404,1920,861,861,861,0,861,1,0,2,5,0,2,288,80
5925,1940,0,0,612,0,612,1,0,1,4,0,1,308,45
5925,1910,600,600,600,368,968,1,0,2,6,0,0,0,37.9
5784,1938,190,190,886,0,886,1,0,2,4,0,1,273,91.3
8520,1923,624,624,792,0,792,1,0,2,5,0,1,287,99.5
4456,1920,736,736,736,716,1452,2,0,2,8,0,0,0,113
9600,1910,677,677,833,677,1510,2,0,3,7,0,2,720,87.5
3500,1947,408,720,720,564,1284,1,1,2,5,0,1,240,110
8100,1898,849,849,1075,1063,2138,2,0,2,11,0,2,360,106
11700,1880,1240,1240,1320,1320,2640,1,1,4,8,1,4,864,265.979
8400,1900,917,917,1090,917,2007,2,0,3,8,0,1,357,160
3600,1917,624,624,664,624,1288,1,0,3,5,1,1,280,119
17671,1882,700,916,916,826,1742,1,1,4,8,1,2,424,168
3300,1910,624,624,816,0,816,1,0,2,5,1,0,0,58.5
9000,1920,26,650,832,650,1482,1,0,3,7,0,2,324,143
7200,1910,310,1022,1022,0,1022,1,0,2,4,0,1,280,85
8820,1890,0,1088,1188,561,1869,1,0,2,7,0,2,456,124.9
5400,1920,972,972,1044,0,1480,1,0,3,6,0,1,207,119
9720,1910,741,741,780,741,1521,1,0,4,8,0,3,640,146.5
7879,1920,225,720,720,0,720,1,0,2,4,0,0,0,34.9
9392,1900,245,245,797,0,797,1,0,2,5,0,0,0,44
21384,1923,15,1324,1072,504,1576,1,1,3,6,1,2,528,223.5
6615,1923,1022,1022,1432,0,1432,1,0,3,6,1,1,216,149
7264,1925,952,952,952,596,1548,2,1,3,5,0,2,672,205
4960,1930,297,297,1001,653,1654,2,0,3,7,1,1,336,137
8854,1916,952,952,952,0,952,1,0,2,4,1,1,192,121
6000,1936,0,672,757,567,1324,1,0,3,6,0,1,240,128
6000,1937,698,698,786,390,1176,1,0,2,4,0,2,624,134.9
6000,1925,884,884,884,464,1348,1,0,3,5,1,1,216,117
6000,1939,780,780,825,587,1412,1,0,4,6,1,1,280,132.5
6000,1924,248,468,822,320,1142,1,0,3,6,0,1,320,93
6000,1926,884,884,904,0,904,1,0,2,4,0,1,180,119
6911,1924,740,1145,1301,0,1301,1,0,2,5,0,2,440,100
6120,1936,927,927,1067,472,1539,1,1,3,5,0,2,576,141.5
6120,1935,884,884,989,584,1573,1,0,3,6,0,1,240,133
6120,1936,264,264,800,0,800,1,0,1,4,1,0,0,60
6120,1931,506,715,875,0,875,1,0,2,5,0,1,180,105
6120,1925,960,960,995,0,995,1,0,2,5,0,1,264,115
6120,1938,679,952,994,588,1582,2,0,3,6,1,1,250,150
8635,1925,938,1072,1072,0,1072,1,0,2,5,0,5,1184,126.5
11888,1916,844,844,1445,689,2134,2,0,5,10,0,2,441,214.5
11414,1910,728,728,1136,883,2019,1,0,3,8,0,2,532,167.5
8094,1915,1048,1048,1048,720,1768,2,0,3,8,0,2,576,155
2500,1915,611,910,916,910,1826,1,1,4,7,1,1,164,155
9928,1915,672,672,1272,672,1944,2,0,3,8,0,1,216,179.9
5520,1912,755,755,929,929,2229,1,0,5,8,0,0,0,104
3000,1922,1040,1040,1088,1040,2128,2,0,4,11,0,0,0,62.5
6876,1927,198,720,1146,784,1930,2,0,4,8,0,1,316,149
6240,1925,628,780,848,0,1208,1,0,2,5,0,2,539,103
5775,1915,483,483,741,686,1427,1,0,3,7,0,1,379,123
5852,1902,851,1020,978,886,1864,2,1,6,9,0,0,0,97.5
5160,1927,1204,1204,1204,462,1666,1,0,3,4,0,1,384,135
5160,1923,46,858,892,0,892,1,0,1,5,0,0,0,70
10320,1915,160,698,754,649,1403,1,1,3,7,0,1,308,116
4280,1946,560,560,704,0,704,1,0,2,4,0,1,220,88.75
10800,1987,0,1200,1200,0,1200,3,0,3,5,0,0,0,179
10800,1987,0,1200,1200,0,1200,3,0,3,5,0,0,0,179
10547,1978,0,1152,1152,0,1152,2,0,2,6,0,1,252,159.9
10020,1922,333,683,904,0,904,0,1,1,4,0,0,0,61
6629,1925,121,672,697,672,1369,2,0,3,6,0,1,300,103.6
9780,1934,585,585,687,425,1112,2,0,4,6,0,1,226,63
12886,1963,76,520,1464,0,1464,2,0,3,6,1,2,480,175
8816,1963,470,1121,1121,0,1121,1,0,3,5,0,2,480,139
11184,1978,192,918,918,765,1683,2,1,3,7,1,2,440,172.5
11625,1967,525,1052,1052,0,1052,1,1,3,6,1,1,668,113.5
7800,1967,414,864,899,0,899,1,0,3,5,0,1,288,130
8014,1978,0,456,1034,0,1034,1,0,3,5,1,2,504,149.9
7252,1982,173,858,858,0,858,1,0,2,5,0,2,576,134.9
8740,1982,168,840,860,0,860,1,0,2,4,0,2,528,137
11616,1962,252,1092,1092,0,1092,1,0,3,6,1,1,288,139
15400,1961,552,552,904,611,1774,2,0,4,8,1,1,384,165
15312,1960,550,1138,1138,0,1138,1,0,3,6,1,2,480,148
15584,1956,825,825,2071,0,2071,1,1,4,9,1,1,336,165
9000,1947,0,0,660,0,660,1,0,2,5,0,0,0,63.9
11250,1957,1104,1104,1104,684,1788,1,0,5,8,2,1,304,161.5
25095,1968,113,1437,1473,0,1473,1,0,1,5,2,1,452,143
17140,1956,75,1134,1229,0,1229,1,0,3,6,0,1,284,135
12342,1940,599,861,861,0,861,1,0,1,4,0,2,539,82.5
10708,1955,470,1617,1867,0,1867,1,0,2,7,3,1,303,190
13680,1955,0,0,1733,0,1733,2,0,4,8,1,2,452,139.6
15635,1954,0,0,1383,0,1383,1,0,2,6,0,2,498,122
9855,1956,1436,1436,1689,0,1689,1,0,3,7,1,2,480,127.5
9571,1956,816,1073,1073,0,1073,1,0,2,5,0,1,340,121.5
